country,,Treaty Name,Treaty Acronym,Ratification Date,Signature Date
Uruguay,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1981-10-09 00:00:00,1981-03-30 00:00:00
Sri Lanka,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1981-10-05 00:00:00,1980-07-17 00:00:00
Egypt 21 ,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1981-09-18 00:00:00,1980-07-16 00:00:00
Ethiopia,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1981-09-10 00:00:00,1980-07-08 00:00:00
Bhutan,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1981-08-31 00:00:00,1980-07-17 00:00:00
El Salvador,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1981-08-19 00:00:00,1980-11-14 00:00:00
Laos,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1981-08-14 00:00:00,1980-07-17 00:00:00
Philippines,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1981-08-05 00:00:00,1980-07-15 00:00:00
Saint Vincent and Grenadines,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1981-08-04 00:00:00,.
Mongolia,,"Amendment to article 20, paragraph 1 of the Convention on the Elimination of All Forms of Discrimination against Women",CEDAW,1981-07-20 00:00:00,1980-07-17 00:00:00
